Mean Acc,Std Acc,Mean AUC,Std AUC,Mean Sn,Std Sn,Mean Sp,Std Sp,Mean F1,Std F1,Mean Precision,Std Precision
0.577,0.0,0.564,0.0,0.881,0.0,0.247,0.0,0.685,0.0,0.56,0.0
