Mean Acc,Std Acc,Mean AUC,Std AUC,Mean Sn,Std Sn,Mean Sp,Std Sp,Mean F1,Std F1,Mean Precision,Std Precision
0.887,0.0,0.836,0.0,0.94,0.0,0.731,0.0,0.925,0.0,0.91,0.0
