Mean Acc,Std Acc,Mean AUC,Std AUC,Mean Sn,Std Sn,Mean Sp,Std Sp,Mean F1,Std F1,Mean Precision,Std Precision
0.777,0.042,0.671,0.031,0.517,0.095,0.825,0.062,0.42,0.047,0.366,0.06
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Seed,Acc,AUC,Sn,Sp,F1,Precision
1,0.8161512027491409,0.701045676293201,0.5247524752475248,0.8773388773388774,0.49765258215962443,0.4732142857142857
2,0.8041237113402062,0.6828546526947322,0.49514563106796117,0.8705636743215032,0.4722222222222222,0.45132743362831856
3,0.7749140893470791,0.6585276364066753,0.49411764705882355,0.8229376257545271,0.39069767441860465,0.3230769230769231
4,0.7783505154639175,0.6670975609756099,0.5121951219512195,0.822,0.39436619718309857,0.32061068702290074
5,0.8419243986254296,0.6212594297695831,0.30337078651685395,0.9391480730223124,0.3698630136986301,0.47368421052631576
6,0.7869415807560137,0.7190538929669364,0.6161616161616161,0.8219461697722568,0.4959349593495935,0.41496598639455784
7,0.802405498281787,0.624554576144036,0.37209302325581395,0.8770161290322581,0.3575418994413408,0.34408602150537637
8,0.7714776632302406,0.6916036369488252,0.5673076923076923,0.8158995815899581,0.4701195219123506,0.4013605442176871
9,0.8075601374570447,0.6594914663880181,0.4482758620689655,0.8707070707070707,0.4105263157894737,0.3786407766990291
10,0.6907216494845361,0.6463905325443787,0.5866666666666667,0.7061143984220908,0.3283582089552239,0.22797927461139897
11,0.802405498281787,0.6781376518218625,0.5,0.8562753036437247,0.43349753694581283,0.3826086956521739
12,0.8333333333333334,0.6955645161290323,0.5,0.8911290322580645,0.46994535519125685,0.44329896907216493
13,0.7714776632302406,0.6593772676297909,0.4946236559139785,0.8241308793456033,0.4088888888888889,0.3484848484848485
14,0.7491408934707904,0.6609756097560975,0.5333333333333333,0.7886178861788617,0.39669421487603307,0.3157894736842105
15,0.7491408934707904,0.6951517489711935,0.6145833333333334,0.7757201646090535,0.44696969696969696,0.35119047619047616
16,0.8264604810996563,0.7763617960986382,0.7045454545454546,0.8481781376518218,0.5511111111111111,0.45255474452554745
17,0.7989690721649485,0.6480942682572011,0.42857142857142855,0.8676171079429735,0.4,0.375
18,0.6804123711340206,0.6683609958506224,0.65,0.6867219917012448,0.41139240506329117,0.30092592592592593
19,0.7079037800687286,0.7026045606830217,0.6947368421052632,0.7104722792607803,0.4370860927152318,0.3188405797101449
20,0.7079037800687286,0.6583318800139519,0.5851063829787234,0.7315573770491803,0.39285714285714285,0.2956989247311828
21,0.781786941580756,0.6656894078566575,0.5063291139240507,0.8250497017892644,0.3864734299516908,0.3125
22,0.7646048109965635,0.6701219512195121,0.5333333333333333,0.806910569105691,0.41201716738197425,0.3356643356643357
23,0.7491408934707904,0.6298065492272777,0.45263157894736844,0.8069815195071869,0.3706896551724138,0.31386861313868614
24,0.7491408934707904,0.676203024029111,0.5656565656565656,0.7867494824016563,0.43410852713178294,0.3522012578616352
25,0.8127147766323024,0.6416498993963782,0.4,0.8832997987927566,0.384180790960452,0.3695652173913043
26,0.8092783505154639,0.6381443298969073,0.38144329896907214,0.8948453608247423,0.4,0.42045454545454547
27,0.8213058419243986,0.6926657863521407,0.5054945054945055,0.879837067209776,0.46938775510204084,0.4380952380952381
28,0.7491408934707904,0.6812291578075693,0.5824175824175825,0.780040733197556,0.42063492063492064,0.32919254658385094
29,0.8213058419243986,0.6299993285736667,0.3516483516483517,0.9083503054989817,0.38095238095238093,0.4155844155844156
30,0.7353951890034365,0.6760213470739787,0.5909090909090909,0.7611336032388664,0.40310077519379844,0.3058823529411765
