Mean Acc,Std Acc,Mean AUC,Std AUC,Mean Sn,Std Sn,Mean Sp,Std Sp,Mean F1,Std F1,Mean Precision,Std Precision
0.555,0.0,0.553,0.0,0.534,0.0,0.571,0.0,0.521,0.0,0.508,0.0
