Mean Acc,Std Acc,Mean AUC,Std AUC,Mean Sn,Std Sn,Mean Sp,Std Sp,Mean F1,Std F1,Mean Precision,Std Precision
0.655,0.0,0.643,0.0,0.433,0.0,0.853,0.0,0.542,0.0,0.725,0.0
