Mean Acc,Std Acc,Mean AUC,Std AUC,Mean Sn,Std Sn,Mean Sp,Std Sp,Mean F1,Std F1,Mean Precision,Std Precision
0.641,0.0,0.643,0.0,0.683,0.0,0.603,0.0,0.641,0.0,0.603,0.0
