Mean Acc,Std Acc,Mean AUC,Std AUC,Mean Sn,Std Sn,Mean Sp,Std Sp,Mean F1,Std F1,Mean Precision,Std Precision
0.689,0.022,0.69,0.022,0.638,0.094,0.743,0.059,0.68,0.057,0.738,0.022
