Mean Acc,Std Acc,Mean AUC,Std AUC,Mean Sn,Std Sn,Mean Sp,Std Sp,Mean F1,Std F1,Mean Precision,Std Precision
0.602,0.0,0.599,0.0,0.569,0.0,0.629,0.0,0.564,0.0,0.559,0.0
