Mean Acc,Std Acc,Mean AUC,Std AUC,Mean Sn,Std Sn,Mean Sp,Std Sp,Mean F1,Std F1,Mean Precision,Std Precision
0.737,0.0,0.728,0.0,0.713,0.0,0.742,0.0,0.485,0.0,0.367,0.0
