Mean Acc,Std Acc,Mean AUC,Std AUC,Mean Sn,Std Sn,Mean Sp,Std Sp,Mean F1,Std F1,Mean Precision,Std Precision
0.766,0.0,0.638,0.0,0.455,0.0,0.822,0.0,0.37,0.0,0.312,0.0
