Mean Acc,Std Acc,Mean AUC,Std AUC,Mean Sn,Std Sn,Mean Sp,Std Sp,Mean F1,Std F1,Mean Precision,Std Precision
0.78,0.0,0.65,0.0,0.465,0.0,0.835,0.0,0.385,0.0,0.328,0.0
