Classifier,Mean Acc,Std Acc,Mean AUC,Std AUC,Mean Sn,Std Sn,Mean Sp,Std Sp,Mean F1,Std F1,Mean Precision,Std Precision
SVM,0.682,0.04,0.746,0.041,0.696,0.057,0.666,0.042,0.698,0.043,0.702,0.042
RF,0.695,0.038,0.772,0.04,0.754,0.05,0.629,0.047,0.723,0.038,0.696,0.041
XGB,0.687,0.039,0.752,0.038,0.739,0.046,0.627,0.057,0.714,0.038,0.692,0.044
KNN,0.691,0.034,0.745,0.046,0.672,0.051,0.71,0.05,0.696,0.037,0.725,0.037
MLP,0.674,0.037,0.727,0.042,0.663,0.079,0.688,0.094,0.681,0.044,0.71,0.052
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Classifier: SVM
Seed,Acc,AUC,Sn,Sp,F1,Precision
1,0.6690140845070423,0.7488557213930348,0.6865671641791045,0.6533333333333333,0.6618705035971223,0.6388888888888888
2,0.7464788732394366,0.8080645161290324,0.7375,0.7580645161290323,0.7662337662337663,0.7972972972972973
3,0.7253521126760564,0.7618528069827415,0.6901408450704225,0.7605633802816901,0.7153284671532847,0.7424242424242424
4,0.7253521126760564,0.8327363184079603,0.7910447761194029,0.6666666666666666,0.7310344827586207,0.6794871794871795
5,0.6338028169014085,0.6922771490966845,0.6301369863013698,0.6376811594202898,0.6388888888888888,0.647887323943662
6,0.6408450704225352,0.7246376811594204,0.6231884057971014,0.6575342465753424,0.6277372262773723,0.6323529411764706
7,0.7394366197183099,0.8260912698412698,0.7777777777777778,0.7,0.7516778523489933,0.7272727272727273
8,0.6690140845070423,0.7052845528455285,0.6463414634146342,0.7,0.6928104575163399,0.7464788732394366
9,0.704225352112676,0.7749443432503541,0.7407407407407407,0.6557377049180327,0.7407407407407407,0.7407407407407407
10,0.704225352112676,0.7449751243781095,0.72,0.6865671641791045,0.72,0.72
11,0.7183098591549296,0.7623880597014926,0.72,0.7164179104477612,0.7297297297297297,0.7397260273972602
12,0.6408450704225352,0.717304625199362,0.6710526315789473,0.6060606060606061,0.6666666666666666,0.6623376623376623
13,0.647887323943662,0.7110709262607997,0.6962025316455697,0.5873015873015873,0.6875,0.6790123456790124
14,0.6830985915492958,0.7305936073059361,0.7397260273972602,0.6231884057971014,0.7058823529411765,0.675
15,0.6338028169014085,0.7041467304625199,0.6578947368421053,0.6060606060606061,0.6578947368421053,0.6578947368421053
16,0.6971830985915493,0.7539745627980922,0.7027027027027027,0.6911764705882353,0.7074829931972789,0.7123287671232876
17,0.6267605633802817,0.6968700159489634,0.618421052631579,0.6363636363636364,0.6394557823129252,0.6619718309859155
18,0.6830985915492958,0.770049751243781,0.6533333333333333,0.7164179104477612,0.6853146853146853,0.7205882352941176
19,0.6690140845070423,0.7496031746031746,0.6527777777777778,0.6857142857142857,0.6666666666666666,0.6811594202898551
20,0.7535211267605634,0.8183092948717948,0.8205128205128205,0.671875,0.7852760736196319,0.7529411764705882
21,0.7605633802816901,0.7977963073257891,0.821917808219178,0.6956521739130435,0.7792207792207793,0.7407407407407407
22,0.6619718309859155,0.7279761904761906,0.6571428571428571,0.6666666666666666,0.6571428571428571,0.6571428571428571
23,0.6408450704225352,0.6989150090415913,0.6582278481012658,0.6190476190476191,0.6709677419354839,0.6842105263157895
24,0.6619718309859155,0.7009141494435613,0.6891891891891891,0.6323529411764706,0.68,0.6710526315789473
25,0.6971830985915493,0.7746031746031745,0.6944444444444444,0.7,0.6993006993006993,0.704225352112676
26,0.6126760563380281,0.6767232767232767,0.5974025974025974,0.6307692307692307,0.6258503401360545,0.6571428571428571
27,0.6901408450704225,0.7298387096774193,0.7125,0.6612903225806451,0.7215189873417721,0.7307692307692307
28,0.704225352112676,0.7569821177416115,0.759493670886076,0.6349206349206349,0.7407407407407407,0.7228915662650602
29,0.6338028169014085,0.722523608599558,0.6329113924050633,0.6349206349206349,0.6578947368421053,0.684931506849315
30,0.6901408450704225,0.745016611295681,0.686046511627907,0.6964285714285714,0.7283950617283951,0.7763157894736842
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Classifier: RF
Seed,Acc,AUC,Sn,Sp,F1,Precision
1,0.6197183098591549,0.7500497512437811,0.7164179104477612,0.5333333333333333,0.64,0.5783132530120482
2,0.7464788732394366,0.8467741935483871,0.8,0.6774193548387096,0.7804878048780488,0.7619047619047619
3,0.704225352112676,0.7960722078952589,0.7464788732394366,0.6619718309859155,0.7162162162162162,0.6883116883116883
4,0.7605633802816901,0.8356218905472637,0.8656716417910447,0.6666666666666666,0.7733333333333333,0.6987951807228916
5,0.676056338028169,0.7589835219376613,0.7123287671232876,0.6376811594202898,0.6933333333333334,0.6753246753246753
6,0.6971830985915493,0.7538217192773476,0.7536231884057971,0.6438356164383562,0.7074829931972789,0.6666666666666666
7,0.7535211267605634,0.8466269841269841,0.8055555555555556,0.7,0.7682119205298014,0.7341772151898734
8,0.6619718309859155,0.7158536585365853,0.6829268292682927,0.6333333333333333,0.7,0.717948717948718
9,0.7253521126760564,0.7751467314308844,0.7777777777777778,0.6557377049180327,0.7636363636363637,0.75
10,0.6901408450704225,0.7422885572139304,0.7466666666666667,0.6268656716417911,0.717948717948718,0.691358024691358
11,0.7535211267605634,0.776318407960199,0.8133333333333334,0.6865671641791045,0.7770700636942676,0.7439024390243902
12,0.6549295774647887,0.740829346092504,0.75,0.5454545454545454,0.6993865030674846,0.6551724137931034
13,0.6971830985915493,0.75708257986739,0.7468354430379747,0.6349206349206349,0.7329192546583851,0.7195121951219512
14,0.704225352112676,0.7681159420289855,0.726027397260274,0.6811594202898551,0.7162162162162162,0.7066666666666667
15,0.6197183098591549,0.7214912280701754,0.6973684210526315,0.5303030303030303,0.6625,0.6309523809523809
16,0.676056338028169,0.7521860095389508,0.7027027027027027,0.6470588235294118,0.6933333333333334,0.6842105263157895
17,0.6690140845070423,0.7406299840510366,0.6973684210526315,0.6363636363636364,0.6928104575163399,0.6883116883116883
18,0.6971830985915493,0.7946268656716418,0.72,0.6716417910447762,0.7152317880794702,0.7105263157894737
19,0.704225352112676,0.8049603174603176,0.7361111111111112,0.6714285714285714,0.7162162162162162,0.6973684210526315
20,0.7183098591549296,0.8337339743589743,0.8461538461538461,0.5625,0.7674418604651163,0.7021276595744681
21,0.7183098591549296,0.8040500297796307,0.7397260273972602,0.6956521739130435,0.7297297297297297,0.72
